Column,time,hours,minutes,pedestrians,bicyclists,cars,buses,trucks,location,long,lat,total
6841,2019-10-29T05:00:00Z,05,00,0,0,20,3,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,25
6842,2019-10-29T05:15:00Z,05,15,2,0,15,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,19
6843,2019-10-29T05:30:00Z,05,30,3,0,15,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,19
6844,2019-10-29T05:45:00Z,05,45,0,0,9,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,10
6845,2019-10-29T06:00:00Z,06,00,0,0,11,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,13
6846,2019-10-29T06:15:00Z,06,15,0,0,13,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,14
6847,2019-10-29T06:30:00Z,06,30,0,0,5,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,6
6848,2019-10-29T06:45:00Z,06,45,1,0,12,2,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,15
6849,2019-10-29T07:00:00Z,07,00,1,0,4,3,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,10
6850,2019-10-29T07:15:00Z,07,15,0,0,4,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,4
6851,2019-10-29T07:30:00Z,07,30,2,0,9,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,11
6852,2019-10-29T07:45:00Z,07,45,6,0,19,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,26
6853,2019-10-29T08:00:00Z,08,00,5,0,7,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,13
6854,2019-10-29T08:15:00Z,08,15,0,0,2,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,3
6855,2019-10-29T08:30:00Z,08,30,0,0,5,0,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,8
6856,2019-10-29T08:45:00Z,08,45,0,0,5,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,6
6857,2019-10-29T09:00:00Z,09,00,0,0,3,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,4
6858,2019-10-29T09:15:00Z,09,15,0,0,16,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,18
6859,2019-10-29T09:30:00Z,09,30,2,0,21,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,23
6860,2019-10-29T09:45:00Z,09,45,4,0,38,1,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,47
6861,2019-10-29T10:00:00Z,10,00,1,0,40,3,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,45
6862,2019-10-29T10:15:00Z,10,15,2,0,29,2,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,37
6863,2019-10-29T10:30:00Z,10,30,4,0,58,4,11,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,77
6864,2019-10-29T10:45:00Z,10,45,4,0,62,3,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,73
6865,2019-10-29T11:00:00Z,11,00,34,3,101,20,11,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,169
6866,2019-10-29T11:15:00Z,11,15,32,23,105,28,15,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,203
6867,2019-10-29T11:30:00Z,11,30,182,132,113,36,24,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,487
6868,2019-10-29T11:45:00Z,11,45,481,142,118,25,16,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,782
6869,2019-10-29T12:00:00Z,12,00,170,55,165,31,33,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,454
6870,2019-10-29T12:15:00Z,12,15,99,54,159,15,32,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,359
6871,2019-10-29T12:30:00Z,12,30,190,110,183,41,32,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,556
6872,2019-10-29T12:45:00Z,12,45,495,187,151,32,33,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,898
6873,2019-10-29T13:00:00Z,13,00,583,312,178,32,23,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1128
6874,2019-10-29T13:15:00Z,13,15,1195,369,226,17,27,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1834
6875,2019-10-29T13:30:00Z,13,30,530,179,155,46,29,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,939
6876,2019-10-29T13:45:00Z,13,45,476,190,134,25,20,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,845
6877,2019-10-29T14:00:00Z,14,00,350,114,114,30,28,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,636
6878,2019-10-29T14:15:00Z,14,15,363,122,107,27,13,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,632
6879,2019-10-29T14:30:00Z,14,30,563,249,130,31,20,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,993
6880,2019-10-29T14:45:00Z,14,45,1455,530,110,38,26,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,2159
6881,2019-10-29T15:00:00Z,15,00,478,239,174,34,43,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,968
6882,2019-10-29T15:15:00Z,15,15,212,190,109,26,24,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,561
6883,2019-10-29T15:30:00Z,15,30,228,94,151,21,17,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,511
6884,2019-10-29T15:45:00Z,15,45,658,299,86,27,15,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1085
6885,2019-10-29T16:00:00Z,16,00,705,339,157,27,24,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1252
6886,2019-10-29T16:15:00Z,16,15,1236,617,186,13,15,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,2067
6887,2019-10-29T16:30:00Z,16,30,389,191,169,20,25,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,794
6888,2019-10-29T16:45:00Z,16,45,326,204,132,15,16,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,693
6889,2019-10-29T17:00:00Z,17,00,314,151,149,37,39,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,690
6890,2019-10-29T17:15:00Z,17,15,359,195,186,9,26,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,775
6891,2019-10-29T17:30:00Z,17,30,505,214,227,31,43,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1020
6892,2019-10-29T17:45:00Z,17,45,1324,426,189,21,58,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,2018
6893,2019-10-29T18:00:00Z,18,00,358,167,207,30,36,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,798
6894,2019-10-29T18:15:00Z,18,15,179,92,173,13,18,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,475
6895,2019-10-29T18:30:00Z,18,30,342,126,149,35,35,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,687
6896,2019-10-29T18:45:00Z,18,45,558,292,147,33,12,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1042
6897,2019-10-29T19:00:00Z,19,00,550,281,189,16,15,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1051
6898,2019-10-29T19:15:00Z,19,15,776,399,213,19,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1428
6899,2019-10-29T19:30:00Z,19,30,441,179,236,19,16,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,891
6900,2019-10-29T19:45:00Z,19,45,556,217,216,30,13,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1032
6901,2019-10-29T20:00:00Z,20,00,391,178,212,24,17,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,822
6902,2019-10-29T20:15:00Z,20,15,646,195,225,25,23,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1114
6903,2019-10-29T20:30:00Z,20,30,489,262,248,38,22,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1059
6904,2019-10-29T20:45:00Z,20,45,692,198,242,35,32,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1199
6905,2019-10-29T21:00:00Z,21,00,404,165,259,52,16,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,896
6906,2019-10-29T21:15:00Z,21,15,330,145,333,30,30,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,868
6907,2019-10-29T21:30:00Z,21,30,348,172,271,20,22,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,833
6908,2019-10-29T21:45:00Z,21,45,586,151,278,16,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1052
6909,2019-10-29T22:00:00Z,22,00,413,170,270,31,11,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,895
6910,2019-10-29T22:15:00Z,22,15,336,151,214,43,6,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,750
6911,2019-10-29T22:30:00Z,22,30,205,21,203,14,7,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,450
6912,2019-10-29T22:45:00Z,22,45,139,7,144,7,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,301
6913,2019-10-29T23:00:00Z,23,00,221,6,156,9,7,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,399
6914,2019-10-29T23:15:00Z,23,15,121,6,110,6,8,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,251
6915,2019-10-29T23:30:00Z,23,30,136,11,106,8,7,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,268
6916,2019-10-29T23:45:00Z,23,45,107,2,76,5,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,194
6917,2019-10-30T00:00:00Z,00,00,80,3,180,4,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,271
6918,2019-10-30T00:15:00Z,00,15,92,3,136,10,6,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,247
6919,2019-10-30T00:30:00Z,00,30,72,3,103,5,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,185
6920,2019-10-30T00:45:00Z,00,45,107,5,142,2,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,258
6921,2019-10-30T01:00:00Z,01,00,94,2,91,7,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,197
6922,2019-10-30T01:15:00Z,01,15,38,0,102,3,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,145
6923,2019-10-30T01:30:00Z,01,30,39,0,116,3,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,160
6924,2019-10-30T01:45:00Z,01,45,39,0,87,2,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,130
6925,2019-10-30T02:00:00Z,02,00,35,2,58,13,11,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,119
6926,2019-10-30T02:15:00Z,02,15,16,7,45,2,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,70
6927,2019-10-30T02:30:00Z,02,30,13,0,56,2,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,75
6928,2019-10-30T02:45:00Z,02,45,14,0,22,2,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,39
6929,2019-10-30T03:00:00Z,03,00,13,0,30,2,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,46
6930,2019-10-30T03:15:00Z,03,15,11,0,30,2,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,44
6931,2019-10-30T03:30:00Z,03,30,24,0,44,2,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,73
6932,2019-10-30T03:45:00Z,03,45,2,0,28,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,32
6933,2019-10-30T04:00:00Z,04,00,19,0,40,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,61
6934,2019-10-30T04:15:00Z,04,15,19,0,23,1,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,45
6935,2019-10-30T04:30:00Z,04,30,4,0,17,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,23
6936,2019-10-30T04:45:00Z,04,45,2,0,20,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,22
6937,2019-10-30T05:00:00Z,05,00,2,0,19,5,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,28
6938,2019-10-30T05:15:00Z,05,15,1,0,22,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,23
6939,2019-10-30T05:30:00Z,05,30,7,0,13,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,22
6940,2019-10-30T05:45:00Z,05,45,0,0,19,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,20
6941,2019-10-30T06:00:00Z,06,00,2,0,6,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,10
6942,2019-10-30T06:15:00Z,06,15,0,0,9,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,9
6943,2019-10-30T06:30:00Z,06,30,0,0,2,1,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,5
6944,2019-10-30T06:45:00Z,06,45,0,0,9,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,10
6945,2019-10-30T07:00:00Z,07,00,0,0,3,3,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,7
6946,2019-10-30T07:15:00Z,07,15,0,0,3,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,3
6947,2019-10-30T07:30:00Z,07,30,0,0,11,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,11
6948,2019-10-30T07:45:00Z,07,45,8,0,16,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,25
6949,2019-10-30T08:00:00Z,08,00,5,0,5,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,10
6950,2019-10-30T08:15:00Z,08,15,0,0,5,0,5,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,10
6951,2019-10-30T08:30:00Z,08,30,0,0,6,0,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,8
6952,2019-10-30T08:45:00Z,08,45,0,0,4,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,4
6953,2019-10-30T09:00:00Z,09,00,0,0,7,0,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,10
6954,2019-10-30T09:15:00Z,09,15,0,0,16,1,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,20
6955,2019-10-30T09:30:00Z,09,30,2,0,29,0,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,33
6956,2019-10-30T09:45:00Z,09,45,3,0,23,2,6,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,34
6957,2019-10-30T10:00:00Z,10,00,2,0,27,3,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,33
6958,2019-10-30T10:15:00Z,10,15,4,0,32,1,5,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,42
6959,2019-10-30T10:30:00Z,10,30,3,0,29,2,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,35
6960,2019-10-30T10:45:00Z,10,45,10,0,61,1,6,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,78
6961,2019-10-30T11:00:00Z,11,00,16,1,96,10,9,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,132
6962,2019-10-30T11:15:00Z,11,15,41,35,91,31,17,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,215
6963,2019-10-30T11:30:00Z,11,30,198,154,120,37,30,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,539
6964,2019-10-30T11:45:00Z,11,45,586,227,147,29,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1010
6965,2019-10-30T12:00:00Z,12,00,173,72,182,22,39,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,488
6966,2019-10-30T12:15:00Z,12,15,168,114,141,22,33,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,478
6967,2019-10-30T12:30:00Z,12,30,352,158,205,49,35,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,799
6968,2019-10-30T12:45:00Z,12,45,947,416,170,26,16,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1575
6969,2019-10-30T13:00:00Z,13,00,274,144,212,29,35,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,694
6970,2019-10-30T13:15:00Z,13,15,339,255,121,31,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,767
6971,2019-10-30T13:30:00Z,13,30,396,292,104,35,25,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,852
6972,2019-10-30T13:45:00Z,13,45,1270,496,162,27,35,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1990
6973,2019-10-30T14:00:00Z,14,00,502,259,141,21,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,944
6974,2019-10-30T14:15:00Z,14,15,265,127,121,40,37,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,590
6975,2019-10-30T14:30:00Z,14,30,417,157,116,28,18,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,736
6976,2019-10-30T14:45:00Z,14,45,1090,355,79,40,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1585
6977,2019-10-30T15:00:00Z,15,00,405,139,160,31,26,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,761
6978,2019-10-30T15:15:00Z,15,15,235,121,103,18,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,498
6979,2019-10-30T15:30:00Z,15,30,377,110,166,18,26,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,697
6980,2019-10-30T15:45:00Z,15,45,1314,410,182,27,37,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1970
6981,2019-10-30T16:00:00Z,16,00,470,170,184,32,34,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,890
6982,2019-10-30T16:15:00Z,16,15,351,161,175,19,26,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,732
6983,2019-10-30T16:30:00Z,16,30,378,157,183,18,14,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,750
6984,2019-10-30T16:45:00Z,16,45,1195,392,162,27,32,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1808
6985,2019-10-30T17:00:00Z,17,00,459,207,160,35,39,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,900
6986,2019-10-30T17:15:00Z,17,15,228,111,178,14,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,552
6987,2019-10-30T17:30:00Z,17,30,455,168,169,21,38,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,851
6988,2019-10-30T17:45:00Z,17,45,1406,452,170,29,23,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,2080
6989,2019-10-30T18:00:00Z,18,00,450,181,204,24,21,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,880
6990,2019-10-30T18:15:00Z,18,15,300,162,156,15,15,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,648
6991,2019-10-30T18:30:00Z,18,30,383,188,194,16,16,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,797
6992,2019-10-30T18:45:00Z,18,45,1241,335,145,34,15,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1770
6993,2019-10-30T19:00:00Z,19,00,583,170,196,23,24,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,996
6994,2019-10-30T19:15:00Z,19,15,470,211,213,13,13,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,920
6995,2019-10-30T19:30:00Z,19,30,431,201,236,16,17,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,901
6996,2019-10-30T19:45:00Z,19,45,899,292,201,30,19,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1441
6997,2019-10-30T20:00:00Z,20,00,496,220,245,23,13,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,997
6998,2019-10-30T20:15:00Z,20,15,590,209,157,25,11,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,992
6999,2019-10-30T20:30:00Z,20,30,533,271,273,26,23,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1126
7000,2019-10-30T20:45:00Z,20,45,742,448,283,39,41,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1553
7001,2019-10-30T21:00:00Z,21,00,671,457,306,37,29,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1500
7002,2019-10-30T21:15:00Z,21,15,574,336,315,28,37,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1290
7003,2019-10-30T21:30:00Z,21,30,542,270,300,19,15,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1146
7004,2019-10-30T21:45:00Z,21,45,349,250,274,23,22,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,918
7005,2019-10-30T22:00:00Z,22,00,426,406,265,32,6,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,1135
7006,2019-10-30T22:15:00Z,22,15,163,28,185,31,11,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,418
7007,2019-10-30T22:30:00Z,22,30,167,3,133,7,6,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,316
7008,2019-10-30T22:45:00Z,22,45,153,3,137,7,5,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,305
7009,2019-10-30T23:00:00Z,23,00,169,0,168,8,8,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,353
7010,2019-10-30T23:15:00Z,23,15,101,2,185,13,14,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,315
7011,2019-10-30T23:30:00Z,23,30,84,0,130,8,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,225
7012,2019-10-30T23:45:00Z,23,45,107,5,70,5,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,189
7013,2019-10-31T00:00:00Z,00,00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,0
7014,2019-10-31T00:15:00Z,00,15,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,0
7015,2019-10-31T00:30:00Z,00,30,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,0
7016,2019-10-31T00:45:00Z,00,45,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,0
7017,2019-10-31T01:00:00Z,01,00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,0
7018,2019-10-31T01:15:00Z,01,15,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,0
7019,2019-10-31T01:30:00Z,01,30,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,0
7020,2019-10-31T01:45:00Z,01,45,90,1,22,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,114
7021,2019-10-31T02:00:00Z,02,00,72,1,199,14,7,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,293
7022,2019-10-31T02:15:00Z,02,15,36,0,170,2,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,212
7023,2019-10-31T02:30:00Z,02,30,29,3,42,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,75
7024,2019-10-31T02:45:00Z,02,45,28,0,38,2,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,70
7025,2019-10-31T03:00:00Z,03,00,14,0,36,2,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,56
7026,2019-10-31T03:15:00Z,03,15,5,0,29,2,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,38
7027,2019-10-31T03:30:00Z,03,30,8,2,28,2,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,42
7028,2019-10-31T03:45:00Z,03,45,13,0,34,3,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,52
7029,2019-10-31T04:00:00Z,04,00,13,5,30,2,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,51
7030,2019-10-31T04:15:00Z,04,15,13,0,19,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,33
7031,2019-10-31T04:30:00Z,04,30,5,0,26,2,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,35
7032,2019-10-31T04:45:00Z,04,45,2,0,12,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,15
7033,2019-10-31T05:00:00Z,05,00,0,0,12,5,4,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,21
7034,2019-10-31T05:15:00Z,05,15,2,0,14,3,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,19
7035,2019-10-31T05:30:00Z,05,30,4,0,9,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,14
7036,2019-10-31T05:45:00Z,05,45,3,0,16,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,19
7037,2019-10-31T06:00:00Z,06,00,2,0,10,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,13
7038,2019-10-31T06:15:00Z,06,15,0,0,4,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,4
7039,2019-10-31T06:30:00Z,06,30,1,0,3,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,6
7040,2019-10-31T06:45:00Z,06,45,0,0,5,2,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,8
7041,2019-10-31T07:00:00Z,07,00,0,0,3,2,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,8
7042,2019-10-31T07:15:00Z,07,15,0,0,1,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,2
7043,2019-10-31T07:30:00Z,07,30,0,0,8,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,9
7044,2019-10-31T07:45:00Z,07,45,9,0,8,0,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,17
7045,2019-10-31T08:00:00Z,08,00,2,0,7,0,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,12
7046,2019-10-31T08:15:00Z,08,15,0,0,1,1,0,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,2
7047,2019-10-31T08:30:00Z,08,30,0,0,9,0,3,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,12
7048,2019-10-31T08:45:00Z,08,45,0,0,0,0,2,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,2
7049,2019-10-31T09:00:00Z,09,00,2,0,6,0,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,9
7050,2019-10-31T09:15:00Z,09,15,0,0,10,1,1,Regents_Dr_&_Stadium_Dr_1,38.989904,-76.940585,12
